Title,Date,Summary
Pemerintah Jerman Resmi Jual Semua Kepemilikan Bitcoin Mereka,"Senin, 15 Juli 2024","Pemerintah Jerman tampaknya telah menyelesaikan aksi jual Bitcoin mereka, tanpa menyisakan saldo di dalamwallet-nya.Menurut data dari Arkham Intelligence, pemerintah Jerman diketahui telah mentransfer seluruh saldo mereka sebanyak 49.860 BTC senilai sekitar US$2,9 miliar ke berbagaiexchangedan layananover-the-counter(OTC) selama tiga pekan terakhir."
Harga Bitcoin Naik Usai Insiden Dramatis Menimpa Donald Trump,"Senin, 15 Juli 2024","Harga Bitcoin melonjak melewati angka US$62.000, naik lebih dari empat persen dalam 24 jam terakhir."
"Trump Gagal Dibunuh, Peluang Menang dan Memecoin Politifi Meroket","Senin, 15 Juli 2024","Sebuah taruhan di Polymarket menunjukkan bahwa peluang kemenangan mantan presiden AS Donald Trump meningkat setelah upaya pembunuhan dirinya yang gagal dalam sebuah acaradi Pennsylvania pada Sabtu, 13 Juli 2024 waktu Amerika Serikat.Peluang Kemenangan Trump di Polymarket MeningkatData dari pasar prediksiPolymarketper Senin (15/7/2024) menunjukkan bahwa saham “Yes” terkait kemenangan Trump dalam pemilihan presiden naik dari US$0.60 menjadi US$0.70."
Potensi 3 Memecoin Baru dan Menarik di 2024,"Sabtu, 13 Juli 2024","Memecoin, yang awalnya hanya dianggap sebagai lelucon di media sosial, kini telah berkembang menjadi salah satu aset kripto yang paling dicari."
Platform iGaming BC.GAME Bermitra dengan Leicester City,"Sabtu, 13 Juli 2024","Platform iGaming BC.GAME telah menandatangani kesepakatan senilai US$40 juta sebagai  “Mitra Utama Resmi” klub sepak bola Inggris, Leicester City.Menurut rilispada 5 Juli 2024, kemitraan ini menjadi salah satu yang paling signifikan untuk klub sepak bola tersebut."
Coinbase Sebut Pemilih Kripto akan Berperan Besar dalam Pemilu AS,"Jumat, 12 Juli 2024","Dalam serangkaian cuitan di X pada 11 Juli, Coinbase menyoroti peran penting yang akan dimainkan oleh pemilih kripto dalam pemilihan presiden AS yang akan datang.Menurut Coinbase, pemilih kripto tersebar di tujuh negara bagian penting dan cenderung lebih muda, lebih beragam, dan sangat antusias untuk berpartisipasi dalam pemilihan.Crypto voters are going to make a big difference in November's key races.1 in 6 crypto owners live in seven key battleground states.More about who these crypto voters are in 🧵pic.twitter.com/Xz6TaIPLW2— Coinbase 🛡️ (@coinbase)July 10, 2024Mereka didorong oleh keinginan untuk memperbarui sistem dan membangun kekayaan pribadi, menunjukkan pendekatan yang didukung oleh berbagai pihak dalam afiliasi politik mereka.Beberapa penggemar kripto juga telah membentuk organisasi nonpartisan, seperti Stand With Crypto dan Bitcoin Voter Project, yang bertujuan untuk memobilisasi pemilih kripto dan mempengaruhi hasil pemilihan.Para kandidat mulai mengenali momentum yang semakin besar dari suara kripto, dengan beberapa peneliti menyarankan bahwa ini dapat mempengaruhi jumlah pemilih dan hasil pemilihan.Mantan Presiden Donald Trump dan calon Demokrat Robert F."
Biaya Transaksi Bitcoin Turun ke Level Terendah Sejak 2020,"Jumat, 12 Juli 2024","Biaya transaksi Bitcoin terus menunjukkan tren penurunan yang signifikan, tercatat mencapai angka US$38,69 pada 7 Juli 2024."
Analis JPMorgan Ramal Pasar Kripto Bakal Pulih di Agustus 2024,"Jumat, 12 Juli 2024","Analis JPMorgan baru-baru ini memperkirakan bahwa pasar kripto akan mulai pulih pada Agustus 2024, yang kemungkinan besar akan diikuti dengan altcoin season.Menurut laporan riset JPMorgan yang dikutip dariWatcher.Guru, bank tersebut memperkirakan Bitcoin akan mulai menunjukkan pemulihan pada Agustus mendatang."
"Rekor Baru, ETH2 Staking Tembus 47,36 Juta ETH","Jumat, 12 Juli 2024","StakingEthereum 2.0 (ETH2Staking) telah mengalami pertumbuhan signifikan, dan sebuah pencapaian besar telah diraih."
100 Situs Protokol DeFi Terancam Alami Peretasan!,"Jumat, 12 Juli 2024","Pada 11 Juli 2024, seranganregistry domainyang kompleks menyerang beberapa platform DeFi, mengarahkan pengguna ke situs web berbahaya."
"Argentina Lolos Final Copa America, Token ARG Naik 107%","Jumat, 12 Juli 2024","Tim nasional sepak bola Argentina lolos ke final Copa America setelah mengalahkan Kanada 2-0 pada Kamis, (11/7)."
"Meme Coin PlayDoge Berhasil  Kumpulkan US$5,5 Juta dalam Presale","Jumat, 12 Juli 2024","PlayDoge ($PLAY) berhasil mengumpulkan total US$5,5 juta dalampresale-nya."
Harga Bitcoin Stagnan Meski Inflasi AS Melambat: Ini Alasannya,"Jumat, 12 Juli 2024",Biro Statistik Tenaga Kerja AS (BLS) telah menerbitkan Indeks Harga Konsumen (CPI) Amerika Serikat bulan Juni.
"Situs Compound Finance Diretas, Pengguna Diimbau Waspada!","Kamis, 11 Juli 2024","Compound Finance, platform keuangan terdesentralisasi (DeFi), telah mengalami pelanggaran keamanan yang signifikan."
Presale Pepe Unchained Catat Pendanaan Hingga US$3 Juta,"Kamis, 11 Juli 2024",Pepe Unchained berhasil mencetak rekor baru untuk proyeknya dengan meraih pendanaan lebih dari US$3 juta selamapresale$PEPU.
Game Cellula Rilis Program Whitelist untuk Koleksi NFT BitCell Inaugural,"Kamis, 11 Juli 2024","Cellula, sebuahgameAI on-chain yang didukung oleh raksasa industri seperti Binance Labs dan OKX Ventures, mengumumkan peluncuran koleksi NFT BitCell inaugural pada jaringan Bitcoin Layer 1."
BlackRock Akumulasi Bitcoin di Tengah Aksi Jual oleh Pemerintah Jerman,"Kamis, 11 Juli 2024",Pemerintah Jerman terus mengurangi kepemilikan Bitcoin mereka di tengah penurunan harga pasar secara luas.
Strategi Alpha Blockcircle Ungkap Potensi Proyek Kripto Octopus Network,"Kamis, 11 Juli 2024","Blockcircle merupakan platform yang menyediakan berbagai alat dan sumber daya untuk membantu investor menemukan proyek kripto terbaik dan menavigasi pasar kripto yang fluktuatif.Diisi oleh tim berpengalaman di bidang investasi kripto,Blockcircleberkomitmen untuk menemukan proyek kripto alpha yang bisa dimanfaatkan oleh investor."
Goldman Sachs akan Rilis Produk Tokenisasi pada Akhir 2024,"Kamis, 11 Juli 2024","Goldman Sachs, bank investasi terkenal berusia 150 tahun, bersiap meluncurkan tiga produk tokenisasi baru pada akhir 2024.ProyektokenisasiGoldman Sachs akan fokus pada pasar Eropa dan Amerika."
"Mining Kripto Ilegal Bikin Malaysia Rugi Listrik Rp11,7 Triliun","Kamis, 11 Juli 2024","Malaysia telah mencatat kerugian signifikan sebesar RM3,4 miliar atau setara dengan Rp11,7 triliun akibat pencurian arus listrik untuk aktivitasminingBitcoin sejak tahun 2018 hingga 2023.Dilansir dariMalaysian Reservepada Rabu (10/7/2024), Deputi Menteri Transisi Energi dan Transformasi Air Malaysia, Akmal Nasrullah Mohd Nasir, mengungkapkan bahwa kegiatan ilegal ini telah merugikan Tenaga Nasional Berhad (TNB), masyarakat, dan negara secara keseluruhan.Pencurian arus listrik merupakan tindakan menggunakan listrik tanpa membayar atau mendaftarkan penggunaan tersebut dengan perusahaan utilitas terkait."
Survei: Mayoritas Investor Tetap Optimis Terhadap Kripto Pasca Halving,"Kamis, 11 Juli 2024",Survei terbaruCoinGeckoyang mengukur sentimen pasar menemukan bahwa mayoritas investor kripto tetapbullishterhadap kondisi pasar setelah terjadinya peristiwa Bitcoin Halving pada April 2024.Baca juga:5 Fakta Seputar Bitcoin Halving 2024 yang Perlu Kamu Tahu!Studi ini menganalisis tanggapan dari 2.558 partisipan dalam survei yang dilaksanakan dari 25 Juni hingga 8 Juli 2024.
Influencer Kripto di Indonesia Kritisi Aturan OJK,"Kamis, 11 Juli 2024",Otoritas Jasa Keuangan (OJK) baru-baru ini menyerukan bahwainfluencerdi Indonesia dilarang mempromosikan aset kripto.
Base Dawgz Luncurkan Fitur Staking untuk Pendapatan Pasif,"Rabu, 10 Juli 2024","Meme coinBase Dawgztelah secara resmi meluncurkan fiturstakingyang memungkinkan para pengguna untuk meraih keuntungan pasif dari kepemilikan token $DAWGZ mereka.Dengan adanya fitur ini, para pemilik token $DAWGZ diberikan kesempatan untuk mengunci token mereka dan mendapatkan imbalan.BerdasarkanwhitepaperBase Dawgz, sebanyak 1,69 miliar token $DAWGZ akan dialokasikan sebagai imbalanstaking, yang mewakili sekitar 20% dari total pasokan token mereka sebesar 8,4 miliar.Fitur staking Base Dawgz."
ETF Solana Diproyeksi Disetujui pada Maret 2025,"Rabu, 10 Juli 2024","Chicago Board Options Exchange (Cboe) Global Markets, operator bursa, telah mengajukan dua permohonan Formulir 19b-4 pada 8 Juli, satu untuk 21Shares Core Solana ETF dan satu lagi untuk VanEck Solana Trust ke SEC AS.Dana prospektif ini disamakan dengan spot Bitcoin dan spot Ether ETF yang telah disetujui sebelumnya, yang masing-masing mendapat persetujuan SEC pada bulan Januari dan Mei 2024.Pengajuan ini membuat SEC memiliki batas waktu 240 hari hingga pertengahan Maret 2025 untuk memutuskan permohonan terhadap ETF Solana.Langkah ini dipandang sebagai respons terhadap meningkatnya minat investor terhadap Solana, yang merupakan salah satu mata uang kripto yang paling aktif diperdagangkan setelah Bitcoin dan Ether.Rob Marrocco, kepala pencatatan ETP global di Cboe Global Markets, menekankan pentingnya strategis pengajuan ini.“Kami mengatasi meningkatnya minat investor terhadap SOL,” kata Marrocco, menyoroti aktivitas pasar Solana yang signifikan.Diperkirakan bahwa ETF Solana dapat menarik arus masuk sekitar US$3 miliar dari waktu ke waktu, sehingga secara signifikan meningkatkan kehadiran aset tersebut di pasar."
"Harga BTC Melemah, Indeks Fear and Greed Turun ke Level Terendah","Rabu, 10 Juli 2024","Traderkripto saat ini tampaknya enggan memasuki pasar yang sedang melemah usai harga Bitcoin gagal anjlok di bawah US$60.000 memiliki potensi penurunan hingga US$50.000.Baca juga:Harga Bitcoin Diprediksi ke US$50 Ribu Sebelum Reli, Ini Peluang InvestasinyaBerdasarkan data dariAlternative.me, indeks Fear & Greed Bitcoin mencapai angka 27 pada tanggal 9 Juli 2024."
Bank Italia akan Rilis Pedoman Aset Kripto Sesuai MiCA,"Rabu, 10 Juli 2024","Bank Italia akan segera mengungkapkan pedoman baru untuk sektor kripto dalam beberapa hari mendatang, seiring dengan berlakunya Markets in Crypto-Assets Regulation (MiCA).Pedoman ini akan bertujuan untuk memfasilitasi penerapan yang efektif dari MiCA dan untuk melindungi pemegang aset kripto, menurut teks pidato Gubernur Bank of Italy, Fabio Panetta, pada 9 Juli di hadapan Asosiasi Perbankan Italia yang dilansir dariCointelegraph.Panetta menyoroti bahwa Pasar dalam Regulasi Aset Kripto (MiCA) UE mengidentifikasi token uang elektronik (EMT) dan token referensi aset (ART) sebagai yang cocok untuk penggunaan pembayaran.“Penilaian kami, satu-satunya instrumen yang dapat menjadi alat pembayaran yang sepenuhnya menjaga kepercayaan masyarakat adalah EMT, token uang elektronik, yang dapat diterbitkan oleh bank atau lembaga uang elektronik,” kata Panetta.EMT dikaitkan dengan nilai mata uang resmi tertentu, dikaitkan dengan satu mata uang resmi seperti stablecoin yang didukung dolar AS sementara nilai ART dipatok ke satu atau lebih aset, seperti token PAX Gold (PAXG) yang didukung emas.Pedoman yang akan datang diharapkan dapat mengatasi beberapa area kritis dalam industri kripto, termasuk:Persyaratan Kepatuhan:Membentuk protokol kepatuhan yang komprehensif untuk penyedia layanan kripto guna memastikan kepatuhan terhadap standar regulasi.Perlindungan Konsumen:Menerapkan langkah-langkah untuk melindungi konsumen dari potensi risiko yang terkait dengan investasi kripto.Anti Pencucian Uang (AML):Memperkuat protokol AML untuk memerangi aktivitas ilegal dan memastikan integritas sistem keuangan.Baca juga:Mengenal Aturan MiCA  dan Dampaknya Pada Pasar KriptoGubernur Bank Italia Berikan Pandangan Soal BTC dan ETHDalam acara yang sama, Panetta juga memberikan pandangannya terhadap Ethereum dan Bitcoin."
TON akan Kembangkan Layer-2 yang Kompatibel dengan Ethereum,"Rabu, 10 Juli 2024","The Open Network (TON) tengah merencanakan pengembangan jaringan layer-2 yang disebut TON Application Chain (TAC) melalui kemitraan dengan Polygon Labs.Baca juga:Mengenal Blockchain TON, The Open NetworkDilansir dariCointelegraphpada Selasa (9/7/2024), TAC akan mengintegrasikan Chain Development Kit (CDK) dari Polygon dan protokol interoperabilitas AggLayer, yang memungkinkan aplikasi terdesentralisasi (dApps) yang kompatibel denganEthereum Virtual Machine(EVM) agar dapat beroperasi dalam ekosistem TON.CEO TAC, Pavel Altukhov, menyatakan bahwa proyek ini bertujuan untuk menghilangkan hambatan serta meningkatkan berbagai aplikasi yang tersedia bagi pengguna jaringan TON."
Studi Ungkap Investor Kripto Cenderung Punya Kepribadian Negatif,"Rabu, 10 Juli 2024","Sebuah studi akademik mengungkapkan bahwa para pemilik aset kripto cenderung memiliki kepribadian yang terkait dengan konsep“Dark Tetrad”,yang mencakup sifat-sifat negatif seperti narsisme, Machiavellianisme, psikopati, dan sadisme.Penelitian berjudul“The Political, Psychological, and Social Correlates of Cryptocurrency Ownership”dilakukan oleh para peneliti ilmu politik dari University of Toronto dan University of Miami, termasuk Shane Littrell, Casey Klofstad, dan Joseph E."
Mayoritas Holder Bitcoin Masih Untung Meskipun Harga BTC Anjlok,"Rabu, 10 Juli 2024","Data dariIntoTheBlockmenunjukkan bahwa sekitar 83%holderBitcoin masih mencatatkan keuntungan meskipun harga BTC mengalami fluktuasi dan terus turun di bawah level US$60.000.Data per 10 Juli 2024 menunjukkan bahwa dari 54,09 jutaholderBitcoin saat ini, sekitar 44,6 juta di antaranya masih meraup untung."
Bitstamp Siap Prioritaskan Distribusi Bitcoin Mt. Gox ke Kreditur,"Selasa, 09 Juli 2024",Exchangekripto Bitstamp menyatakan komitmennya untuk segera mendistribusikan Bitcoin Mt.
"Remitansi Kripto di Venezuela Sentuh Rp7,4 Triliun di Tengah Krisis Ekonomi","Selasa, 09 Juli 2024","Venezuela sedang dilanda krisis ekonomi berkepanjangan, yang ditandai dengan hiperinflasi, devaluasi mata uang, dan ketidakstabilan politik.Di tengah gejolak ini, aset kripto telah menjadi penyelamat bagi banyak warga Venezuela, khususnya di bidang pengiriman uang.Gambar: Meningkatnya kesenjangan antara mata uang nasional Venezuela dan aset kripto."
"Persetujuan ETF Ether Spot Tunjukan Sinyal Positif, Ini Tandanya!","Selasa, 09 Juli 2024","Para penerbit ETF telah mengajukan formulir S-1 yang telah diperbarui untuk produk ETF Ethereum spot kepada Komisi Sekuritas dan Bursa AS (SEC).Langkah tersebut semakin memperkuat keyakinan bahwa regulator tersebut akan segera memberikan lampu hijau untuk peluncuran produk investasi Ether yang lama dinanti.Menurut pengajuan SEC pada Senin (8/7/2024), VanEck telah merevisiformulir S-1mereka dan mengubah nama produk menjadi VanEck Ethereum Trust."
"Rutin Jual Bitcoin, Segini Sisa Kripto di Wallet Pemerintah Jerman","Selasa, 09 Juli 2024","Pemerintah Jerman melakukan penjualan besar-besaran Bitcoin yang disita dari operasi ilegal Movie2k yang kini hanya tersisa hampir setengah dari total Bitcoin awal yang mereka miliki.Baca juga:Jerman Pindahkan 700 Bitcoin, Harga BTC ke Level US$54 RibuAksi Jual danBuybackyang BerulangData dariArkham Intelligencemenunjukkan bahwa pemerintah Jerman sebelumnya sempat mengirim 5.200 BTC senilai sekitar US$297,3 juta keexchangeKraken, Bitstamp, Coinbase, dan alamatwallet139Po pada 8 Juli 2024.Dengan transaksi ini, total penjualan Bitcoin oleh pemerintah Jerman dalam satu hari mencapai lebih dari 16.000 BTC."
"BUIDL BlackRock Cetak Rekor,  Market Cap Sentuh Rp8,1 Triliun","Selasa, 09 Juli 2024","BlackRock USD Institutional Digital Liquidity (BUIDL) menjadi dana tokenisasi aset dunia nyata (RWA) pertama yang mencapai kapitalisasi pasar sebesar US$500 juta atau sekitar Rp8,1 triliun.Baca selengkapnya:BlackRock Perkenalkan Dana Ter-tokenisasi BUIDLMenurut dataEtherscan, BUIDL memiliki pasokan danatreasuryAS yang ter-tokenisasi senilai US$502,8 juta per 9 Juli, mencatat pencapaian baru yang diraihnya hanya dalam waktu empat bulan sejak diluncurkan pada Maret 2024.Pertumbuhan produk tokenisasi BlackRock ini sebagian besar didorong oleh Ondo Finance, yang menggunakan BUIDL sebagai aset pendukung untuk token OUSG."
Lionel Messi Promosikan Meme Coin Solana WATER di Instagram,"Selasa, 09 Juli 2024","Lionel Messi, Pesepakbola legendaris asal Argentina, secara mengejutkan telah mempromosikan meme coin berbasis Solana yakni WaterCoin (WATER) melalui Instagram Story miliknya."
OJK Larang Influencer Promosikan Aset Kripto,"Selasa, 09 Juli 2024","Di era digital saat ini,influencermemiliki peran besar dalam membentuk opini publik, termasuk di dunia aset kripto.Peran ini membawa tanggung jawab besar, terutama ketika rekomendasi atau panduan yang diberikan dapat mempengaruhi keputusan finansial pengikut mereka.Melihat peraninfluencerdi industri kripto ini, Otoritas Jasa Keuangan (OJK) menekankan bahwainfluencerkripto harus bertanggung jawab atas tindakan mereka di media sosial.Dalam konferensi pers RDK pada Senin (8/7), Kepala Eksekutif Pengawas Inovasi Teknologi Sektor Keuangan, Aset Keuangan Digital dan Aset Kripto OJK Hasan Fawzi, mengatakan, “Seoranginfluencer, apalagi yang memiliki jumlah pengikut yang besar, sudah seharusnya memiliki tanggung jawab dan kesadaran penuh bahwa segala tindakannya dapat kemudian mempengaruhi bahkan diikuti oleh parafollowers-nya,” kata Hasan.Mengacu pada peraturan OJK (POJK) Nomor 22 Tahun 2023."
3 Peristiwa Ekonomi Makro Penting untuk Kripto di Pekan Ini,"Senin, 08 Juli 2024",Pekan kedua Juli 2024 akan ada ragam peristiwa ekonomi makro penting di Amerika Serikat yang berpotensi  mempengaruhi pasar kripto.
CEO CryptoQuant: Penjualan BTC Pemerintah Berdampak Kecil pada Kripto,"Senin, 08 Juli 2024",Penjualan Bitcoin oleh pemerintah Jerman telah menciptakan kepanikan di antara paratraderkripto.
"WienerAI Raih Dana US$7 Juta dalam Presale, Inilah Alasannya!","Senin, 08 Juli 2024",Revolusi AI telah menjadi salah satu tren terpanas yang melanda dunia kripto tahun ini.
"Metaplanet Beli Bitcoin Senilai US$2,4 Juta Saat Ekonomi Jepang Lesu","Senin, 08 Juli 2024","Perusahaan yang berbasis di Tokyo, Metaplanet, kembali menambah muatan Bitcoin dalam portofolionya."
Tron Bakal Rilis Fitur Transfer Stablecoin Bebas Gas Fee,"Senin, 08 Juli 2024","Justin Sun, pendiri blockchain Tron, mengumumkan bahwa timnya sedang mengembangkan fitur yang memungkinkan transfer stablecoin secarapeer-to-peer(P2P) tanpa biaya."
Analis Ini Sebut Cardano dan Polkadot Tak Lagi Menarik Bagi Investor Institusi,"Senin, 08 Juli 2024","Ben Armstrong, seorang analis kripto yang dikenal dengan julukan Bitboy Crypto, mengimplikasikan bahwa para investor institusi tidak lagi tertarik pada Cardano (ADA) dan Polkadot (DOT)."
"Jerman Pindahkan 700 Bitcoin, Harga BTC ke Level US$54 Ribu","Senin, 08 Juli 2024",Pemerintah Jerman tampaknya terus melakukan pemindahan Bitcoin meskipun pasar kripto sedang bergejolak.
CEO Telegram Soroti Popularitas Hamster Kombat,"Jumat, 05 Juli 2024","CEO Telegram, Pavel Durov, membagikan pandangannya mengenai permainantap-to-earnHamster Kombat.Baca juga:3 Alasan yang Buat Hamster Kombat Populer dan Raih 150 Juta PemainDalamkanal Telegram-nya, Durov mengungkapkan bahwagameHamster Kombat telah mencatat sekitar 293 juta pengguna terdaftar hanya dalam tiga bulan sejak diluncurkan pada Maret 2024.“Hamster hanya membutuhkan waktu 73 hari untuk mencapai 100 juta pengguna bulanan."
"Newwit Kerja Sama dengan Cronos, Gelar Campaign Spesial EURO 2024","Jumat, 05 Juli 2024","Dalam rangka memperkuat kehadirannya di dunia prediksi berbasis AI dan blockchain, Newwit baru saja mengumumkan kemitraan strategis dengan Cronos.Kerja sama ini dilengkapi dengan peluncurancampaignspesial bertepatan dengan EURO 2024, membawa pengalaman prediksi yang menarik dan memberikanrewardkepada para pengguna.Newwit Adakan Campaign dengan Cronos dan EURO 2024Newwit adalah platform prediksi berbasis AI pertama di dunia yang menggabungkan elemenGameFidanSocialFi.Platform ini dirancang untuk mengumpulkan dan mengapresiasi prediksi kolektif dari para penggunanya, memungkinkan mereka untuk memperolehrewarddengan memberikan prediksi yang akurat.Newwit memanfaatkan kecerdasan buatan untuk melatih model prediksinya menggunakan input dari seluruh peserta, meningkatkan akurasi, dan memberikan nilai lebih dalam bentukrobot tradingdanmarket intelligence​.Dalam rangka mempromosikan kolaborasi ini, Newwit menggelar turnamen prediksi harga aset pada ekosistem Cronos yang akan berlangsung selama dua bulan di aplikasi Newwit.Peserta dapat memprediksi perubahan harga mingguan aset-aset Cronos dan mendapatkan WIT sebagai reward atas prediksi yang benar."
Agoric Manfaatkan Cosmos IBC untuk Tingkatkan Transfer Lintas Rantai,"Jumat, 05 Juli 2024",Agoric akan memanfaatkan Cosmos IBC (Inter-Blockchain Communication) untuk meningkatkan kemampuan transfer lintas rantai mereka.
Korea Selatan Bakal Terapkan Pengawasan Transaksi Kripto Non-Stop,"Jumat, 05 Juli 2024","Layanan Pengawas Keuangan Korea Selatan (FSS) telah meluncurkan sebuah sistem pengawasan transaksi kripto selama 24 jam penuh guna menghentikan aktivitas penipuan dalam industri kripto.Menurutrilis perspada 4 Juli, FSS menyatakan bahwa penerapan sistem tersebut mulai dilakukan pada 19 Juli 2024, bersamaan dengan diberlakukannya Undang-Undang Perlindungan Pengguna Aset Virtual.Sistem pengawasan itu akan menerapkan format pelaporan untuk pengiriman data transaksi yang berasal dari Korea Exchange (KRX) guna mengidentifikasi aktivitas yang tidak biasa.FSS telah bekerja sama dengan berbagaiexchangeaset digital di Korea Selatan sejak Januari hingga Mei 2024 untuk mengembangkan sistem tersebut.Adapunexchangelokal besar yang memproses 99,9% perdagangan kripto di Korea Selatan telah membangun sistem pengawasan berdasarkan kriteria terbaru yang ditetapkan.Baca juga:Karyawan Bank di Korea Selatan Gelapkan Dana Rp118,3 Miliar untuk Investasi KriptoLebih lanjut, FSS menyarankanexchangeuntuk membentuk tim khusus dalam organisasi mereka untuk memantau transaksi yang meragukan, serta memberikan panduan untuk mengungkap pelanggaran hukum dalam transaksi yang terdeteksi melalui informasi audit seperti dataon-chain.Kegiatan ilegal dalam ruang lingkup kripto yang diidentifikasi termasuk penggunaan informasi rahasia untuk perdagangan yang tidak adil, manipulasi harga, dan pemalsuan data.Sistem ini diharapkan dapat memudahkanexchangedi Korea Selatan untuk melaporkan transaksi yang mencurigakan dengan cepat melalui penyediaanhotlinedan memperkuat pengawasan regulasi di negaranya.Baca juga:Think Thank Korea Selatan Sebut ETF Kripto Bawa Risiko bagi Ekonomi LokalImplementasi Undang-Undang Aset Virtual BaruPada 19 Juli nanti, Korea Selatan akan mulai menerapkan undang-undang kripto pertama mereka yakni Undang-Undang Perlindungan Pengguna Aset Virtual.UU ini bertujuan untuk memberantas tindakan pelaku pasar gelap, seperti menggunakan informasi yang bersifat rahasia untuk tujuan investasi kripto, manipulasi harga pasar, dan transaksi yang dilakukan secara curang.Di bawah UU ini, penyedia layanan aset virtual diwajibkan untuk mendaftar dalam program asuransi untuk kompensasi pengguna jika terjadi insiden keamanan.Selain itu, UU ini juga mengharuskan penyedia layanan untuk menjamin 80% dari deposit dalamcold storage.[custom_banner banner_copy=”Diskon 35% Tiket Coinfest Asia” button_url=”https://ticket.coinfest.asia/checkout/?add-to-cart=5232&coupon=CA24coinvestasi” button_label=”Beli Sekarang”FSS telah memberlakukan kewajiban bagiexchangelokal di Korea Selatan untuk meninjau ulang lebih dari 600 mata uang kripto yang terdaftar di platform mereka."
Jerman Didesak Berhenti Jual Bitcoin,"Jumat, 05 Juli 2024","Anggota parlemen Jerman, Joana Cotar, menekan pemerintah untuk segera menghentikan penjualan Bitcoin.Dalam sebuah postingan di X pada 4 Juli, Cotar meminta pemerintah Jerman untuk menyimpan Bitcoin sebagai cadangan mata uang strategis.Ia juga telah menginformasikan kepada salah satu wakil ketua CDU, Michael Kretschmer, Menteri Keuangan Federal Jerman, Christian Lindner, serta Kanselir Jerman, Olaf Scholz bahwa tindakan ini bersifat “kontraproduktif.”Statt#Bitcoinals strategische Reservewährung zu halten, wie es in den USA bereits debattiert wird, verkauft unsere Regierung im großen Stil."
Webtoon Populer Solo Leveling Miliki Platform NFT,"Jumat, 05 Juli 2024","Pengembang Web3 yang berbasis di Singapura OtherWorld telah mengumumkan peluncuran beta “Solo Leveling: Unlimited” (SL:U), platformnon-fungible token(NFT) yang terinspirasi oleh web novel dan webtoon Korea Selatan populer, Solo Leveling, (26/7/2024).Salah satu fitur menonjol dari SL:U adalah jaringan Layer-1 khusus yang dibangun di atas blockchain Avalanche."
Justin Sun Siap Beli Bitcoin Milik Jerman Demi Stabilkan Pasar,"Jumat, 05 Juli 2024","Justin Sun, pendiri blockchain Tron, telah mengutarakan niatnya untuk membeli Bitcoin dari pemerintah Jerman sebagai upaya untuk menstabilkan pasar kripto.Tindakan ini muncul di tengah-tengah aktivitas pemerintah tersebut yang memindahkan kepemilikan Bitcoin, yang memicu spekulasi tentang potensi aksi jual besar-besaran.Dalam sebuah unggahan di X pada tanggal 4 Juli, Sun menyatakan keinginannya untuk “bernegosiasi dengan pemerintah Jerman guna membeli semua Bitcoinoff-market.”Langkah ini diklaim bertujuan untuk meminimalkan dampak terhadap pasar kripto yang saat ini sedang mengalami penurunan besar-besaran.I am willing to negotiate with the German government to purchase all BTC off-market in order to minimize the impact on the market.— H.E."
"Proses Ganti Rugi, Mt. Gox Pindahkan Bitcoin Senilai US$2,71 Miliar","Jumat, 05 Juli 2024",Mt.
"Harga Bitcoin Ambruk ke Level US$53 Ribu, Rp11 Triliun Terlikuidasi di Kripto","Jumat, 05 Juli 2024",Harga Bitcoin ambruk ke level US$53.000 pada Jumat (5/7/2024).
Tanda Ini Indikasikan Harga Bitcoin dekati Level Rendah,"Kamis, 04 Juli 2024",Sebuah riset dariCryptoQuantpada 3 Juli 2024 mengindikasikan bahwa jaringan Bitcoin menunjukkan tanda-tanda kapitulasiminer.
"Harga BTC Berpotensi ke  US$50 Ribu, Gagal Pertahankan Level Psikologis","Kamis, 04 Juli 2024","Harga Bitcoin (BTC) mengalami penurunan yang signifikan, jatuh di bawah level dukungan penting US$60.000 ke level terendah dalam sembilan minggu di US$57.000 pada tanggal 4 Juli 2024."
Notcoin Luncurkan Akselerator untuk Dukung GameFi di Telegram,"Kamis, 04 Juli 2024","Dengan bantuan firma analitik bertenaga AI, Helika,Notcoinbertujuan untuk lebih meningkatkan ekosistem yang berkembang darigamekripto di Telegram."
"Meme Coin Solana Catat Rata-rata Keuntungan 8.000%, Lampaui Ethereum","Kamis, 04 Juli 2024","LaporanCoinmarketcap 2024 H1mengungkapkan bahwa performa koin meme Solana telah mengungguli koin meme Ethereum.Year-to-date(YTD), koin meme berbasis Solana telah mencatat rata-rata pengembalian sebesar 8.469%, jauh melampaui koin meme berbasis Ethereum, yang mencatat rata-rata pengembalian sebesar 962%.Gambar: Performa meme coin Solana."
Meme Coin Solana MEW Debut di Game Telegram PixelTap,"Kamis, 04 Juli 2024","Pada 3 Juli 2024, Pixelverse mengumumkan bahwa karakter kucing dari meme coin Solana, cat in a dogs world (MEW), akan hadir digameTelegram PixelTap."
"Meme Coin Pepe Unchained Peroleh Dana US$2,2 Juta dari Presale","Kamis, 04 Juli 2024",Minat tinggi terhadap investasi meme coin baru-baru ini memberikan dampak signifikan pada berbagai proyek baru.
"Harga Bitcoin Anjlok ke Level US$57 Ribu, Terendah Sejak Mei 2024","Kamis, 04 Juli 2024",Harga Bitcoin (BTC) terus menunjukkan performa yang lesu dalam beberapa bulan terakhir.
